source,event_id,sdId,r,phi,theta,logE,mu,em,has_rec,has_md,signal,candidate,silent,has_particles,thinning,weight,inside_rmin
SIB23e_175_180_proton_MdSdInfill_CORSIKA78010_FLUKA_Run010.root,Library_Prague_Santos_Yushkov:Run_10019:Shower_1:Use_1,4004,1531.7182470776163,-0.9056078618675726,31.162099465495785,17.868080013162505,1,18,1,-1,1.3212937562231835,0,1,1,1.0,1.0,0
SIB23e_175_180_proton_MdSdInfill_CORSIKA78010_FLUKA_Run010.root,Library_Prague_Santos_Yushkov:Run_10019:Shower_1:Use_1,4013,1125.9003935185433,-0.42168592905378394,31.162099465495785,17.868080013162505,0,73,1,-1,1.0335195978866034,0,1,1,1.0,1.0,0
SIB23e_175_180_proton_MdSdInfill_CORSIKA78010_FLUKA_Run010.root,Library_Prague_Santos_Yushkov:Run_10019:Shower_1:Use_1,4025,1051.8837144118625,-1.7242589773161507,31.162099465495785,17.868080013162505,0,61,1,-1,0.8247777725005349,0,1,1,1.0,1.0,0
SIB23e_175_180_proton_MdSdInfill_CORSIKA78010_FLUKA_Run010.root,Library_Prague_Santos_Yushkov:Run_10019:Shower_1:Use_1,4029,1797.0686382894066,0.3244250439270078,31.162099465495785,17.868080013162505,0,10,0,-1,,0,0,1,1.0,1.0,0
SIB23e_175_180_proton_MdSdInfill_CORSIKA78010_FLUKA_Run010.root,Library_Prague_Santos_Yushkov:Run_10019:Shower_1:Use_1,4044,1528.2496629502714,-2.0873311561023487,31.162099465495785,17.868080013162505,1,11,0,-1,,0,0,1,1.0,1.0,0
SIB23e_175_180_proton_MdSdInfill_CORSIKA78010_FLUKA_Run010.root,Library_Prague_Santos_Yushkov:Run_10019:Shower_1:Use_1,4049,1573.3149723932606,0.7119139017165437,31.162099465495785,17.868080013162505,0,13,0,-1,,0,0,1,1.0,1.0,0
SIB23e_175_180_proton_MdSdInfill_CORSIKA78010_FLUKA_Run010.root,Library_Prague_Santos_Yushkov:Run_10019:Shower_1:Use_1,4005,1791.2731316406416,-0.5366530437268601,31.162099465495785,17.868080013162505,0,9,0,-1,,0,0,1,1.0,1.0,0
SIB23e_175_180_proton_MdSdInfill_CORSIKA78010_FLUKA_Run010.root,Library_Prague_Santos_Yushkov:Run_10019:Shower_1:Use_1,4011,1535.2492001810192,-1.3398905072873277,31.162099465495785,17.868080013162505,0,14,0,-1,,0,0,1,1.0,1.0,0
SIB23e_175_180_proton_MdSdInfill_CORSIKA78010_FLUKA_Run010.root,Library_Prague_Santos_Yushkov:Run_10019:Shower_1:Use_1,4014,1630.414082825495,-0.10537359313657009,31.162099465495785,17.868080013162505,0,10,0,-1,,0,0,1,1.0,1.0,0
SIB23e_175_180_proton_MdSdInfill_CORSIKA78010_FLUKA_Run010.root,Library_Prague_Santos_Yushkov:Run_10019:Shower_1:Use_1,4069,1702.8461659076938,1.8242762377948594,31.162099465495785,17.868080013162505,0,11,0,-1,,0,0,1,1.0,1.0,0
SIB23e_175_180_proton_MdSdInfill_CORSIKA78010_FLUKA_Run010.root,Library_Prague_Santos_Yushkov:Run_10024:Shower_1:Use_1,4009,594.1269540190084,-3.019177530359435,36.454020751394935,17.744428981293424,5,421,1,-1,14.617324394608707,1,0,1,1.0,1.0,0
SIB23e_175_180_proton_MdSdInfill_CORSIKA78010_FLUKA_Run010.root,Library_Prague_Santos_Yushkov:Run_10024:Shower_1:Use_1,4001,616.2572893703622,-0.8429297591640925,36.454020751394935,17.744428981293424,4,855,1,-1,13.224737753075226,1,0,1,1.0,1.0,0
SIB23e_175_180_proton_MdSdInfill_CORSIKA78010_FLUKA_Run010.root,Library_Prague_Santos_Yushkov:Run_10024:Shower_1:Use_1,4004,641.5642884306694,0.41080722072400727,36.454020751394935,17.744428981293424,7,793,1,-1,12.210780864585166,1,0,1,1.0,1.0,0
SIB23e_175_180_proton_MdSdInfill_CORSIKA78010_FLUKA_Run010.root,Library_Prague_Santos_Yushkov:Run_10024:Shower_1:Use_1,4002,649.6078012338385,-1.8498788981950436,36.454020751394935,17.744428981293424,7,421,1,-1,11.182324783407878,1,0,1,1.0,1.0,0
SIB23e_175_180_proton_MdSdInfill_CORSIKA78010_FLUKA_Run010.root,Library_Prague_Santos_Yushkov:Run_10024:Shower_1:Use_1,4010,764.026233625464,2.139530583154905,36.454020751394935,17.744428981293424,5,197,1,-1,5.595208104801473,1,0,1,1.0,1.0,0
SIB23e_175_180_proton_MdSdInfill_CORSIKA78010_FLUKA_Run010.root,Library_Prague_Santos_Yushkov:Run_10024:Shower_1:Use_1,4011,827.3880842465537,1.3546407510872471,36.454020751394935,17.744428981293424,3,201,1,-1,5.373672529604939,1,0,1,1.0,1.0,0
SIB23e_175_180_proton_MdSdInfill_CORSIKA78010_FLUKA_Run010.root,Library_Prague_Santos_Yushkov:Run_10024:Shower_1:Use_1,4012,1238.229337054209,0.9033510406394276,36.454020751394935,17.744428981293424,1,34,1,-1,2.9020841850720775,1,0,1,1.0,1.0,0
SIB23e_175_180_proton_MdSdInfill_CORSIKA78010_FLUKA_Run010.root,Library_Prague_Santos_Yushkov:Run_10024:Shower_1:Use_1,4022,1109.2890946189664,2.6947191949601845,36.454020751394935,17.744428981293424,2,33,1,-1,2.2917495346676526,0,1,1,1.0,1.0,0
SIB23e_175_180_proton_MdSdInfill_CORSIKA78010_FLUKA_Run010.root,Library_Prague_Santos_Yushkov:Run_10024:Shower_1:Use_1,4013,1250.0742784105419,0.34314375120671264,36.454020751394935,17.744428981293424,1,44,1,-1,1.1784669362118436,0,1,1,1.0,1.0,0
SIB23e_175_180_proton_MdSdInfill_CORSIKA78010_FLUKA_Run010.root,Library_Prague_Santos_Yushkov:Run_10024:Shower_1:Use_1,4008,1100.8412163877524,-2.342690778941968,36.454020751394935,17.744428981293424,0,51,1,-1,0.9787192316830385,0,1,1,1.0,1.0,0
SIB23e_175_180_proton_MdSdInfill_CORSIKA78010_FLUKA_Run010.root,Library_Prague_Santos_Yushkov:Run_10024:Shower_1:Use_1,4005,1041.8178133100741,-0.2878033374384799,36.454020751394935,17.744428981293424,0,94,1,-1,0.643935430175976,0,1,1,1.0,1.0,0
SIB23e_175_180_proton_MdSdInfill_CORSIKA78010_FLUKA_Run010.root,Library_Prague_Santos_Yushkov:Run_10024:Shower_1:Use_1,4037,1777.7150130030122,-2.131878089925153,36.454020751394935,17.744428981293424,0,6,0,-1,,0,0,1,1.0,1.0,0
SIB23e_175_180_proton_MdSdInfill_CORSIKA78010_FLUKA_Run010.root,Library_Prague_Santos_Yushkov:Run_10024:Shower_1:Use_1,4040,1620.1064490876781,2.9459156271161704,36.454020751394935,17.744428981293424,0,2,0,-1,,0,0,1,1.0,1.0,0
SIB23e_175_180_proton_MdSdInfill_CORSIKA78010_FLUKA_Run010.root,Library_Prague_Santos_Yushkov:Run_10024:Shower_1:Use_1,4041,1747.7046257998525,2.510421726864257,36.454020751394935,17.744428981293424,0,5,0,-1,,0,0,1,1.0,1.0,0
SIB23e_175_180_proton_MdSdInfill_CORSIKA78010_FLUKA_Run010.root,Library_Prague_Santos_Yushkov:Run_10024:Shower_1:Use_1,4019,1387.5095803241616,-1.8310731733358139,36.454020751394935,17.744428981293424,1,17,0,-1,,0,0,1,1.0,1.0,0
SIB23e_175_180_proton_MdSdInfill_CORSIKA78010_FLUKA_Run010.root,Library_Prague_Santos_Yushkov:Run_10024:Shower_1:Use_1,4006,1303.027346548054,-0.8893578296977598,36.454020751394935,17.744428981293424,0,29,0,-1,,0,0,1,1.0,1.0,0
SIB23e_175_180_proton_MdSdInfill_CORSIKA78010_FLUKA_Run010.root,Library_Prague_Santos_Yushkov:Run_10024:Shower_1:Use_1,4007,1199.023682191518,-1.3762194394583824,36.454020751394935,17.744428981293424,0,35,0,-1,,0,0,1,1.0,1.0,0
