model,floor,response,A1,endpoint,median_production_E,fraction_below_1GeV
legacy_no_transport,0.155,perpendicular,0.16132074863909046,0.1602556657586536,,
legacy_no_transport,0.155,SDcount,0.19307923197305318,0.19074965752502682,,
legacy_no_transport,0.155,UMDcount,0.2695086680645654,0.26482412228766306,0.3283118758002936,0.8286659244585807
legacy_no_transport,1.220774588761456,perpendicular,0.0241576263259016,0.023971240296671928,,
legacy_no_transport,1.220774588761456,SDcount,0.05637964806197616,0.05538502578733623,,
legacy_no_transport,1.220774588761456,UMDcount,0.13344706018726027,0.13282651997128914,1.8746717865466633,0.0
